"timestamp","event_id","user","src_ip","status","message"
"2026-07-13 13:49:32","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:49:32","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:49:32","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:49:32","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:49:38","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:49:38","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:49:42","4634","Shailesh","127.0.0.1","SUCCESS","An account was logged off."
"2026-07-13 13:49:42","4672","shailesh776196@gmail.com","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:49:42","4624","shailesh776196@gmail.com","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:49:42","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:49:42","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:49:42","4634","Shailesh","127.0.0.1","SUCCESS","An account was logged off."
"2026-07-13 13:49:42","4624","shailesh776196@gmail.com","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:49:42","4624","shailesh776196@gmail.com","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:49:42","4648","shailesh776196@gmail.com","127.0.0.1","SUCCESS","A logon was attempted using explicit credentials."
"2026-07-13 13:49:42","4624","shailesh776196@gmail.com","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:49:42","4648","shailesh776196@gmail.com","127.0.0.1","SUCCESS","A logon was attempted using explicit credentials."
"2026-07-13 13:49:42","4672","shailesh776196@gmail.com","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:51:17","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:51:17","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:52:15","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:52:15","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:54:30","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:54:30","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:55:31","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:55:31","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:56:13","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:56:13","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 13:59:43","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 13:59:43","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:00:03","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:00:03","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:04:43","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:04:43","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:04:46","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:04:46","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:04:49","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:04:49","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:05:44","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:05:44","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:09:43","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:09:43","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:13:55","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:13:55","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:14:43","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:14:43","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:16:26","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:16:26","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:17:57","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:17:57","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:18:03","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:18:03","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:18:03","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:18:03","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:18:06","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:18:06","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:19:44","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:19:44","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:24:44","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:24:44","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:28:51","4624","DWM-14","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:28:51","4672","DWM-14","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:28:51","4672","DWM-14","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:28:51","4624","DWM-14","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:28:51","4648","UMFD-14","127.0.0.1","SUCCESS","A logon was attempted using explicit credentials."
"2026-07-13 14:28:51","4624","UMFD-14","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:28:51","4648","DWM-14","127.0.0.1","SUCCESS","A logon was attempted using explicit credentials."
"2026-07-13 14:28:51","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:28:51","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:28:51","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:28:51","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:28:55","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:28:55","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-13 14:28:55","4634","UMFD-13","127.0.0.1","SUCCESS","An account was logged off."
"2026-07-13 14:28:56","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-13 14:28:56","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:44:27","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:44:27","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:44:27","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:44:27","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:44:28","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:44:28","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:44:32","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:44:32","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:44:35","4634","Shailesh","127.0.0.1","SUCCESS","An account was logged off."
"2026-07-14 23:44:35","4672","shailesh776196@gmail.com","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:44:35","4624","shailesh776196@gmail.com","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:44:35","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:44:35","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:44:35","4634","Shailesh","127.0.0.1","SUCCESS","An account was logged off."
"2026-07-14 23:44:35","4624","shailesh776196@gmail.com","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:44:35","4624","shailesh776196@gmail.com","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:44:35","4648","shailesh776196@gmail.com","127.0.0.1","SUCCESS","A logon was attempted using explicit credentials."
"2026-07-14 23:44:35","4624","shailesh776196@gmail.com","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:44:35","4648","shailesh776196@gmail.com","127.0.0.1","SUCCESS","A logon was attempted using explicit credentials."
"2026-07-14 23:44:35","4672","shailesh776196@gmail.com","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:44:42","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:44:42","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:44:55","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:44:55","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:45:31","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:45:31","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:47:46","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:47:46","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:47:46","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:47:46","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:49:24","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:49:24","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:49:38","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:49:38","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:49:58","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:49:58","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:50:23","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:50:23","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:50:25","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:50:25","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:50:26","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:50:26","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:50:52","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:50:52","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:51:05","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:51:05","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:51:28","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:51:28","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:51:51","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:51:51","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:54:28","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:54:28","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:55:10","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:55:10","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:55:15","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:55:15","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:59:35","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:59:35","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-14 23:59:38","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-14 23:59:38","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-15 00:02:13","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-15 00:02:13","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-15 00:02:22","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-15 00:02:22","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-15 00:02:35","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-15 00:02:35","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-15 00:03:35","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-15 00:03:35","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-15 00:05:11","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-15 00:05:11","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-15 00:10:11","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-15 00:10:11","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-15 00:13:28","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-15 00:13:28","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-15 00:14:01","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-15 00:14:01","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
"2026-07-15 00:15:11","4672","SYSTEM","127.0.0.1","SUCCESS","Special privileges assigned to new logon."
"2026-07-15 00:15:11","4624","SYSTEM","127.0.0.1","SUCCESS","An account was successfully logged on."
